,All people aged 16 to 74 in employment,"1. Managers, directors and senior officials",2. Professional occupations,3. Associate professional and technical occupations,4. Administrative and secretarial occupations,5. Skilled trades occupations,"6. Caring, leisure and other service occupations",7. Sales and customer service occupations,"8. Process, plant and machine operatives",9. Elementary occupations
S01003726,368,37,38,33,34,70,34,29,44,49
S01003727,373,31,39,30,35,54,38,42,42,62
S01003728,282,29,40,25,16,58,33,13,31,37
S01003729,432,50,63,36,34,81,32,33,46,57
S01003730,277,19,14,12,15,41,28,40,34,74
S01003731,303,36,25,19,17,54,29,30,30,63
S01003732,495,41,60,35,55,87,60,49,47,61
S01003733,426,24,22,18,44,80,36,41,70,91
S01003734,360,19,25,22,33,56,39,50,42,74
S01003735,383,35,60,33,36,56,47,36,40,40
S01003736,408,16,36,19,30,66,42,48,65,86
S01003737,269,23,29,22,25,44,28,34,32,32
S01003738,416,50,65,45,38,70,37,27,46,38
S01003739,258,49,35,31,22,55,21,4,12,29
S01003740,328,44,57,37,19,63,23,25,16,44
S01003741,538,55,81,59,51,100,47,26,48,71
S01003742,369,67,51,29,31,50,37,26,35,43
S01003743,279,38,40,25,18,64,32,8,20,34
S01003744,354,85,40,34,36,54,25,18,20,42
S01003745,415,41,26,40,32,89,57,26,48,56
S01003746,442,72,58,46,32,107,45,13,33,36
S01003747,587,97,75,50,57,108,62,42,31,65
S01003748,284,44,49,24,25,40,30,19,12,41
S01003749,448,47,64,43,31,73,68,37,35,50
S01003750,356,60,55,54,30,59,38,18,17,25
S01003751,717,94,63,101,67,104,73,58,40,117
S01003752,442,64,87,54,37,72,40,19,23,46
S01003753,542,100,55,50,33,111,49,33,46,65
S01003754,449,60,30,39,45,75,47,40,29,84
S01003755,929,93,86,98,85,139,89,95,71,173
S01003756,456,52,65,70,31,83,48,25,28,54
S01003757,278,37,35,33,16,76,18,13,34,16
S01003758,436,58,68,58,39,79,46,16,28,44
S01003759,322,39,58,30,29,61,40,12,17,36
S01003760,453,57,75,62,39,67,43,28,37,45
S01003761,485,62,72,46,37,113,45,27,35,48
S01003762,586,78,104,57,63,127,49,35,34,39
S01003763,453,61,77,53,29,77,45,36,30,45
S01003764,426,27,41,38,36,83,44,35,53,69
S01003765,299,29,28,18,20,72,35,28,27,42
S01003766,332,47,47,44,29,67,29,19,19,31
S01003767,372,42,53,29,27,81,34,29,29,48
S01003768,303,39,49,19,21,67,30,8,35,35
S01003769,447,49,52,58,36,74,57,41,29,51
S01003770,434,51,101,57,34,89,33,14,18,37
S01003771,379,39,41,43,27,93,44,20,28,44
S01003772,344,54,45,31,26,84,28,23,22,31
S01003773,354,53,43,29,28,69,45,21,36,30
S01003774,358,38,62,36,27,75,37,17,20,46
S01003775,466,55,85,59,50,87,42,15,30,43
S01003776,383,59,93,29,26,58,26,28,20,44
S01003777,570,55,90,69,80,103,34,43,42,54
S01003778,"1,856",192,364,312,216,234,143,153,115,127
S01003779,226,30,45,19,9,40,19,23,15,26
S01003780,567,71,117,73,63,86,42,40,42,33
S01003781,648,52,133,102,74,75,68,43,53,48
S01003782,328,32,41,51,32,81,28,17,18,28
S01003783,624,45,92,101,66,74,86,52,58,50
S01003784,865,131,187,137,115,84,68,58,37,48
S01003785,431,42,86,57,69,47,34,36,29,31
S01003786,454,44,87,54,56,66,46,39,29,33
S01003787,311,36,49,52,36,41,30,27,18,22
S01003788,289,23,66,41,28,41,38,15,16,21
S01003789,246,30,64,29,29,25,19,23,13,14
S01003790,293,12,21,20,17,36,46,42,34,65
S01003791,496,41,97,66,62,49,39,53,35,54
S01003792,"1,308",119,234,233,149,159,140,98,85,91
S01003793,260,12,10,17,18,44,26,44,29,60
S01003794,328,44,66,43,41,32,37,20,16,29
S01003795,332,39,68,36,37,65,23,28,16,20
S01003796,284,19,21,19,27,37,41,39,30,51
S01003797,514,24,56,43,48,77,66,60,55,85
S01003798,447,65,90,75,45,33,44,32,23,40
S01003799,479,34,63,68,69,62,50,50,34,49
S01003800,314,31,41,30,34,45,44,30,14,45
S01003801,390,24,41,27,39,66,46,46,54,47
S01003802,400,23,50,43,44,48,44,53,38,57
S01003803,375,35,89,40,37,56,33,28,22,35
S01003804,364,16,44,44,44,41,36,39,39,61
S01003805,646,45,115,85,77,56,70,59,38,101
S01003806,326,19,55,46,41,33,36,28,25,43
S01003807,527,31,79,81,62,54,73,57,40,50
S01003808,439,46,51,25,62,71,63,37,23,61
S01003809,350,18,21,36,41,59,44,39,37,55
S01003810,389,48,126,48,30,34,31,28,19,25
S01003811,367,30,80,64,39,41,31,25,28,29
S01003812,422,29,47,39,48,58,61,46,29,65
S01003813,475,28,82,68,62,66,54,47,31,37
S01003814,379,54,99,46,46,38,30,26,13,27
S01003815,462,69,101,39,36,44,40,46,27,60
S01003816,563,41,81,89,103,62,52,55,39,41
S01003817,427,17,26,30,34,72,50,62,46,90
S01003818,365,19,23,42,34,54,45,36,44,68
S01003819,"1,381",154,289,188,165,162,129,133,82,79
S01003820,549,56,111,66,48,52,45,49,36,86
S01003821,408,16,34,34,58,63,66,39,42,56
S01003822,341,21,82,28,34,45,30,28,16,57
S01003823,432,47,124,50,38,45,37,33,14,44
S01003824,506,60,71,51,39,68,62,49,33,73
S01003825,390,34,33,149,28,25,40,31,8,42
S01003826,361,49,44,42,28,61,35,34,17,51
S01003827,447,56,84,46,44,68,45,39,23,42
S01003828,576,60,122,72,79,65,47,46,38,47
S01003829,321,19,15,31,28,39,39,33,43,74
S01003830,436,18,29,37,39,89,58,53,35,78
S01003831,357,27,43,42,50,56,39,23,39,38
S01003832,505,56,110,62,41,58,48,39,33,58
S01003833,301,28,43,23,24,46,32,32,17,56
S01003834,362,30,50,29,47,46,52,45,30,33
S01003835,350,18,54,43,43,57,39,30,27,39
S01003836,321,23,47,38,32,43,38,35,28,37
S01003837,362,23,54,37,32,53,36,33,32,62
S01003838,335,24,30,38,31,53,37,47,27,48
S01003839,313,16,28,30,31,36,44,44,34,50
S01003840,388,29,67,33,55,52,34,44,36,38
S01003841,280,35,38,29,27,67,24,10,19,31
S01003842,398,44,80,39,46,66,46,30,29,18
S01003843,479,62,98,37,53,98,39,19,32,41
S01003844,431,31,61,54,48,72,46,47,41,31
S01003845,557,35,54,44,53,86,59,78,47,101
S01003846,335,56,45,34,24,83,37,19,14,23
S01003847,294,25,37,38,23,60,18,38,27,28
S01003848,369,26,64,52,52,59,41,24,23,28
S01003849,421,24,44,34,40,42,61,51,46,79
S01003850,320,26,54,50,37,48,25,34,20,26
S01003851,425,44,86,57,50,51,43,39,31,24
S01003852,303,24,50,37,39,33,30,27,31,32
S01003853,731,54,103,62,65,90,85,65,52,155
S01003854,325,37,38,37,43,66,21,21,20,42
S01003855,394,15,23,19,35,55,57,61,39,90
S01003856,410,28,49,26,39,64,43,46,49,66
S01003857,407,43,78,41,35,63,39,26,34,48
S01003858,312,23,26,21,31,56,32,40,30,53
S01003859,313,28,60,56,47,33,23,28,20,18
S01003860,239,8,8,8,14,34,28,53,29,57
S01003861,493,37,72,65,52,74,50,51,42,50
S01003862,296,11,11,25,20,41,29,42,30,87
S01003863,350,36,64,43,64,31,30,37,24,21
S01003864,432,42,81,65,48,70,36,35,18,37
S01003865,529,48,102,65,53,71,43,42,44,61
S01003866,500,71,75,41,49,104,59,24,34,43
S01003867,614,51,65,62,62,108,60,63,70,73
S01003868,394,58,88,44,42,64,24,31,21,22
S01003869,372,62,44,33,22,97,33,8,28,45
S01003870,515,43,81,56,46,107,48,43,52,39
S01003871,385,57,56,32,30,97,33,17,23,40
S01003872,480,52,73,59,53,104,44,15,38,42
S01003873,526,42,116,45,46,107,36,35,46,53
S01003874,522,56,62,154,48,76,36,16,33,41
S01003875,296,37,41,25,33,67,26,28,19,20
S01003876,403,40,66,47,43,97,32,28,23,27
S01003877,377,32,70,34,47,80,32,23,33,26
S01003878,515,23,67,44,48,70,59,57,61,86
S01003879,383,47,98,58,37,44,38,28,14,19
S01003880,406,40,83,46,36,68,29,35,37,32
S01003881,471,51,86,44,48,90,40,27,45,40
S01003882,214,11,18,15,20,43,20,22,35,30
S01003883,280,26,46,36,23,48,33,17,23,28
S01003884,341,14,27,28,29,62,47,47,31,56
S01003885,282,27,28,34,26,39,29,31,32,36
S01003886,263,17,22,29,20,49,31,28,28,39
S01003887,366,27,29,31,30,53,47,38,51,60
S01003888,804,99,132,126,88,136,67,37,60,59
S01003889,289,20,46,28,31,58,28,37,21,20
S01003890,331,39,79,30,26,37,47,32,16,25
S01003891,391,29,48,39,56,74,44,38,30,33
S01003892,276,18,36,33,26,31,43,21,27,41
S01003893,318,42,70,39,46,37,26,12,20,26
S01003894,478,63,66,56,33,63,52,48,31,66
S01003895,402,35,60,49,50,55,49,34,41,29
S01003896,327,41,62,52,34,42,23,25,16,32
S01003897,323,39,75,36,34,45,37,19,12,26
S01003898,290,42,80,45,25,30,21,15,14,18
S01003899,312,32,43,38,40,47,34,13,36,29
S01003900,378,28,63,39,43,59,50,26,32,38
S01003901,316,25,71,29,32,51,29,23,22,34
S01003902,519,52,88,44,48,96,56,34,37,64
S01003903,484,62,114,50,37,91,36,27,21,46
S01003904,451,31,56,42,49,75,50,51,42,55
S01003905,562,71,142,57,66,89,39,34,26,38
S01003906,337,20,30,32,39,47,40,50,26,53
S01003907,310,21,27,24,29,66,25,43,33,42
S01003908,421,18,32,35,36,83,52,55,63,47
S01003909,314,32,56,29,49,39,34,36,16,23
S01003910,356,19,26,26,37,60,46,57,40,45
S01003911,309,32,46,23,28,73,43,8,26,30
S01003912,498,47,69,65,61,70,40,51,47,48
S01003913,380,36,75,28,48,81,35,25,31,21
S01003914,456,50,62,46,41,103,48,27,30,49
S01003915,350,46,43,29,37,65,39,15,31,45
S01003916,454,43,98,51,42,87,37,21,38,37
S01003917,442,47,79,56,39,64,35,35,36,51
S01003918,499,29,83,72,40,79,54,54,52,36
S01003919,284,19,35,25,23,50,39,21,38,34
S01003920,334,17,19,30,23,54,54,30,58,49
S01003921,472,42,66,47,39,69,49,42,61,57
S01003922,383,22,33,31,30,64,43,48,57,55
S01003923,280,12,24,33,23,29,38,29,45,47
S01003924,187,5,13,19,14,25,28,28,22,33
S01003925,382,26,30,39,32,68,54,24,62,47
S01003926,233,16,12,20,17,29,28,30,32,49
S01003927,374,38,65,57,34,53,32,27,29,39
S01003928,354,17,23,20,25,60,59,58,39,53
S01003929,263,19,13,16,18,51,39,27,36,44
S01003930,415,16,54,44,38,58,37,49,62,57
S01003931,503,36,61,53,31,93,51,55,56,67
S01003932,394,35,58,48,40,68,48,30,36,31
S01003933,344,34,50,27,26,92,41,10,29,35
S01003934,512,50,73,46,56,104,46,36,43,58
S01003935,378,23,43,40,31,67,46,45,36,47
S01003936,511,63,79,65,66,81,52,16,44,45
S01003937,281,14,19,23,24,65,39,38,23,36
S01003938,334,30,51,44,31,70,37,19,30,22
S01003939,280,28,43,36,27,65,22,13,14,32
S01003940,449,28,58,46,43,81,48,50,43,52
S01003941,294,27,34,27,21,84,34,19,20,28
S01003942,334,22,36,30,35,56,36,45,41,33
S01003943,290,30,39,27,20,42,36,29,28,39
S01003944,304,22,31,22,33,68,35,35,25,33
S01003945,332,27,55,39,49,51,30,29,26,26
S01003946,384,63,60,37,32,76,44,20,16,36
S01003947,295,31,35,29,40,64,23,11,23,39
S01003948,388,47,60,35,33,99,43,17,24,30
S01003949,271,33,37,34,29,53,26,17,20,22
S01003950,291,22,37,24,23,77,43,12,14,39
S01003951,223,33,52,17,19,37,26,11,7,21
S01003952,272,30,41,23,21,61,33,8,27,28
S01003953,239,26,32,20,20,59,22,11,14,35
S01003954,296,36,37,24,30,66,34,10,18,41
S01003955,334,48,35,27,33,64,33,23,19,52
S01003956,406,52,43,28,32,78,46,47,32,48
S01003957,307,38,45,30,23,73,27,11,27,33
S01003958,314,24,44,27,24,80,47,21,18,29
S01003959,349,40,33,29,46,90,37,12,28,34
S01003960,428,39,45,34,39,99,59,28,31,54
S01003961,232,15,23,12,26,45,33,26,26,26
S01003962,286,22,25,20,30,53,36,29,29,42
S01003963,249,35,43,23,27,64,14,8,16,19
S01003964,224,25,33,32,23,55,19,5,19,13
S01003965,265,20,42,25,17,66,31,16,21,27
S01003966,452,49,54,41,28,84,56,25,46,69
S01003967,271,42,13,22,21,78,30,12,17,36
S01003968,337,38,27,23,23,91,46,20,30,39
S01003969,333,28,43,32,24,98,38,9,30,31
S01003970,319,50,46,26,22,89,23,4,26,33
S01003971,314,23,46,35,18,65,45,24,26,32
S01003972,381,35,44,32,38,97,45,24,33,33
S01003973,240,29,33,24,22,55,33,5,16,23
S01003974,432,49,74,45,29,93,56,11,40,35
S01003975,444,30,97,46,41,125,37,13,27,28
S01003976,304,21,36,26,28,44,36,34,28,51
S01003977,193,9,19,14,9,40,21,23,21,37
S01003978,227,14,17,18,16,35,33,33,18,43
S01003979,259,13,33,25,25,49,25,26,21,42
S01003980,377,25,44,37,52,77,44,27,36,35
S01003981,259,14,35,30,21,51,30,26,22,30
S01003982,409,41,65,54,41,63,39,33,27,46
S01003983,359,32,64,40,44,60,26,35,28,30
S01003984,245,30,28,21,24,45,22,20,23,32
S01003985,319,14,25,19,24,54,43,40,25,75
S01003986,241,7,18,14,23,60,17,32,37,33
S01003987,347,23,44,40,47,51,46,29,34,33
S01003988,198,34,29,20,13,43,19,5,16,19
S01003989,446,41,59,57,36,110,39,32,32,40
S01003990,236,25,27,21,16,63,26,5,25,28
S01003991,345,16,46,34,43,67,32,38,36,33
S01003992,443,33,70,54,41,87,48,34,37,39
S01003993,325,23,51,43,30,72,33,18,26,29
S01003994,352,21,43,26,26,97,38,25,25,51
S01003995,712,75,124,97,62,155,53,47,43,56
S01003996,337,26,52,39,27,70,29,19,39,36
S01003997,393,21,49,49,31,55,52,35,40,61
S01003998,293,15,47,44,23,53,26,25,28,32
S01003999,417,42,65,55,35,64,39,45,33,39
S01004000,326,18,35,44,24,51,43,37,28,46
S01004001,292,10,39,27,23,53,30,26,43,41
S01004002,421,27,88,63,41,59,34,38,27,44
S01004003,276,19,29,46,24,49,27,26,31,25
S01004004,358,16,13,36,34,65,39,49,43,63
S01004005,284,23,53,50,32,47,25,21,7,26
S01004006,260,23,57,42,23,29,22,22,19,23
S01004007,253,21,29,39,15,41,25,33,25,25
S01004008,336,26,39,33,34,94,21,27,35,27
S01004009,410,41,73,68,38,63,28,34,29,36
S01004010,394,51,60,51,42,74,31,21,31,33
S01004011,606,98,178,116,34,55,53,26,9,37
S01004012,350,44,81,52,42,35,25,36,16,19
S01004013,260,40,69,28,29,33,23,16,9,13
S01004014,248,57,82,34,21,16,18,10,6,4
S01004015,408,65,141,60,43,23,29,16,15,16
S01004016,343,32,46,53,64,38,31,33,16,30
S01004017,459,62,142,86,42,33,33,25,20,16
S01004018,486,38,102,97,60,37,59,44,19,30
S01004019,563,75,112,112,72,54,33,36,33,36
S01004020,358,38,73,52,36,39,43,31,21,25
S01004021,651,60,128,126,81,64,56,49,37,50
S01004022,401,44,95,72,51,31,29,33,23,23
S01004023,296,18,50,45,45,31,22,29,22,34
S01004024,545,30,63,67,60,75,71,59,39,81
S01004025,311,8,20,27,24,36,47,57,35,57
S01004026,270,12,13,20,27,38,36,34,41,49
S01004027,313,12,13,19,44,42,52,42,37,52
S01004028,259,10,10,21,22,34,37,36,35,54
S01004029,345,14,21,31,49,54,57,39,39,41
S01004030,227,10,7,13,18,34,32,32,26,55
S01004031,232,13,17,16,28,39,29,23,29,38
S01004032,144,14,14,15,12,20,16,17,10,26
S01004033,301,12,16,28,19,36,55,40,36,59
S01004034,389,21,38,43,46,55,42,50,48,46
S01004035,277,10,22,25,33,43,36,40,32,36
S01004036,248,3,13,22,25,30,36,31,38,50
S01004037,376,16,27,55,60,46,37,47,42,46
S01004038,289,6,23,27,32,37,47,31,42,44
S01004039,105,6,3,8,7,11,17,13,11,29
S01004040,328,18,44,41,40,44,29,53,33,26
S01004041,293,19,32,26,46,46,32,27,30,35
S01004042,178,10,9,16,15,25,27,24,19,33
S01004043,428,29,56,59,50,58,58,42,24,52
S01004044,196,12,21,22,14,30,18,26,22,31
S01004045,244,5,10,25,17,36,48,24,32,47
S01004046,173,6,20,21,22,17,28,15,13,31
S01004047,260,11,21,25,26,34,43,36,20,44
S01004048,448,26,56,54,66,41,50,70,39,46
S01004049,674,57,131,85,71,71,64,80,49,66
S01004050,150,2,5,14,10,17,25,21,14,42
S01004051,307,9,26,26,27,27,37,41,30,84
S01004052,207,4,12,19,24,26,31,29,24,38
S01004053,409,23,43,39,45,52,55,48,31,73
S01004054,420,24,38,40,51,48,54,55,44,66
S01004055,298,16,29,42,32,37,43,41,26,32
S01004056,334,12,24,26,43,46,38,45,36,64
S01004057,742,44,79,97,75,101,101,77,67,101
S01004058,379,12,31,33,36,43,65,48,29,82
S01004059,218,3,20,27,24,33,28,21,20,42
S01004060,160,5,10,18,17,26,21,13,14,36
S01004061,265,8,12,22,23,28,49,38,19,66
S01004062,464,26,69,63,60,64,60,63,21,38
S01004063,214,10,21,25,32,15,19,31,22,39
S01004064,267,9,34,39,31,29,40,31,19,35
S01004065,333,14,35,51,32,36,41,54,23,47
S01004066,242,7,12,12,21,32,44,43,23,48
S01004067,447,29,48,61,62,70,52,42,29,54
S01004068,236,7,20,17,31,26,37,20,33,45
S01004069,209,6,25,23,32,34,25,31,16,17
S01004070,289,14,44,41,41,33,31,44,19,22
S01004071,333,15,31,27,35,40,47,34,35,69
S01004072,424,21,36,66,49,63,57,46,30,56
S01004073,296,8,19,28,27,41,40,37,27,69
S01004074,296,9,15,23,17,39,38,42,38,75
S01004075,141,5,9,6,14,10,25,27,23,22
S01004076,279,13,26,25,33,32,34,41,25,50
S01004077,425,14,66,52,64,51,59,50,29,40
S01004078,342,8,37,42,37,40,54,44,28,52
S01004079,270,6,20,22,20,28,46,31,28,69
S01004080,249,8,24,26,22,30,36,37,19,47
S01004081,369,25,76,59,58,41,29,30,26,25
S01004082,542,58,151,86,60,47,32,42,28,38
S01004083,288,16,24,24,31,22,45,36,21,69
S01004084,339,14,32,37,47,43,41,47,21,57
S01004085,214,8,26,16,22,23,26,26,27,40
S01004086,227,13,16,24,22,18,34,35,22,43
S01004087,183,5,19,19,16,12,29,24,21,38
S01004088,219,12,12,21,27,16,21,30,24,56
S01004089,303,6,28,29,21,42,50,43,25,59
S01004090,132,9,11,9,9,10,23,22,10,29
S01004091,425,24,72,69,64,32,45,52,25,42
S01004092,328,18,44,44,43,36,33,57,18,35
S01004093,175,6,11,24,16,14,26,26,18,34
S01004094,107,3,7,13,8,13,10,15,9,29
S01004095,273,21,43,42,27,24,32,39,10,35
S01004096,314,34,77,55,46,20,24,19,13,26
S01004097,287,13,20,24,18,36,47,44,29,56
S01004098,290,18,49,49,39,32,25,29,18,31
S01004099,404,40,112,77,60,37,26,23,8,21
S01004100,380,20,32,36,33,57,53,51,31,67
S01004101,353,22,58,44,52,41,39,32,27,38
S01004102,403,28,99,59,55,41,36,41,16,28
S01004103,288,18,40,39,47,28,28,34,18,36
S01004104,374,40,108,45,56,34,34,31,8,18
S01004105,417,24,59,54,43,46,47,57,42,45
S01004106,424,41,100,63,49,39,39,37,21,35
S01004107,332,25,74,55,52,41,29,25,4,27
S01004108,345,30,78,53,40,21,33,41,13,36
S01004109,290,23,93,39,42,28,16,18,11,20
S01004110,381,30,85,65,50,26,30,56,17,22
S01004111,391,36,113,62,40,40,29,27,16,28
S01004112,337,22,88,59,43,23,24,41,8,29
S01004113,312,26,54,44,53,31,33,31,16,24
S01004114,273,21,42,39,34,38,26,32,20,21
S01004115,267,30,76,50,28,20,19,20,7,17
S01004116,297,46,70,45,25,23,26,27,12,23
S01004117,380,33,87,60,50,40,39,37,17,17
S01004118,321,14,53,46,40,34,31,45,22,36
S01004119,229,19,46,45,20,24,18,28,10,19
S01004120,301,37,95,42,36,24,27,17,3,20
S01004121,217,26,48,28,20,42,12,13,13,15
S01004122,520,67,149,83,48,59,39,19,20,36
S01004123,488,43,98,65,63,84,38,34,31,32
S01004124,549,59,128,86,67,50,46,53,29,31
S01004125,259,26,60,32,38,23,23,17,18,22
S01004126,352,20,55,55,65,43,30,37,15,32
S01004127,453,33,90,76,78,53,34,41,23,25
S01004128,369,34,74,58,62,27,38,30,14,32
S01004129,412,46,50,54,70,59,40,46,22,25
S01004130,267,11,43,27,35,42,36,31,20,22
S01004131,327,18,21,32,34,46,46,47,25,58
S01004132,248,12,20,22,32,38,31,36,21,36
S01004133,407,22,28,40,51,67,63,44,35,57
S01004134,336,24,68,55,49,35,36,36,11,22
S01004135,267,9,22,30,29,36,35,29,24,53
S01004136,304,14,35,39,36,42,41,36,21,40
S01004137,297,44,71,33,24,45,23,17,13,27
S01004138,309,21,26,40,40,39,41,28,34,40
S01004139,316,13,38,37,49,53,32,39,19,36
S01004140,288,17,21,27,50,29,31,31,22,60
S01004141,325,23,30,32,47,40,38,36,25,54
S01004142,300,24,45,28,40,46,35,34,21,27
S01004143,380,30,47,48,49,62,42,31,22,49
S01004144,664,79,135,86,79,83,62,44,45,51
S01004145,324,21,37,32,42,55,39,33,28,37
S01004146,430,46,62,45,74,66,43,36,27,31
S01004147,302,23,37,18,31,45,51,20,40,37
S01004148,509,36,99,79,89,58,42,49,22,35
S01004149,278,13,26,23,29,41,40,37,16,53
S01004150,393,26,31,126,56,41,31,31,29,22
S01004151,479,43,79,155,46,33,43,35,19,26
S01004152,308,21,23,17,38,67,45,28,17,52
S01004153,400,17,44,51,61,52,52,35,41,47
S01004154,312,32,66,52,29,44,29,24,14,22
S01004155,348,12,16,10,37,68,67,38,30,70
S01004156,415,38,35,35,46,56,63,55,34,53
S01004157,303,26,65,38,51,27,31,30,17,18
S01004158,299,27,58,46,37,28,36,27,16,24
S01004159,156,8,11,12,20,25,35,14,13,18
S01004160,341,35,42,47,48,35,29,43,34,28
S01004161,301,30,62,48,19,46,29,16,17,34
S01004162,"1,232",128,272,236,171,128,113,94,41,49
S01004163,311,20,29,28,36,44,38,39,23,54
S01004164,423,28,56,58,43,84,31,42,30,51
S01004165,552,33,63,56,102,82,61,49,51,55
S01004166,368,30,60,35,40,60,33,33,24,53
S01004167,299,24,33,42,23,37,53,36,16,35
S01004168,297,16,21,30,36,53,44,33,24,40
S01004169,364,19,24,36,48,54,60,42,37,44
S01004170,309,9,23,17,40,52,56,20,28,64
S01004171,360,20,50,42,55,54,48,28,30,33
S01004172,302,10,18,15,32,46,43,38,37,63
S01004173,279,15,22,21,26,58,44,36,22,35
S01004174,370,19,48,42,55,52,53,38,21,42
S01004175,265,11,11,12,33,48,45,32,26,47
S01004176,336,34,43,58,57,47,27,30,13,27
S01004177,214,7,8,9,25,45,36,22,28,34
S01004178,270,15,32,27,38,32,28,37,18,43
S01004179,247,10,18,19,47,45,33,31,26,18
S01004180,479,59,80,88,79,39,33,45,32,24
S01004181,378,18,33,34,55,65,71,48,23,31
S01004182,386,12,23,23,46,49,60,37,46,90
S01004183,559,41,84,72,87,79,65,42,31,58
S01004184,355,21,22,34,48,49,60,38,29,54
S01004185,351,15,17,16,54,50,47,43,42,67
S01004186,335,16,30,26,45,54,61,36,24,43
S01004187,342,15,20,20,41,48,55,32,36,75
S01004188,321,20,16,24,35,60,54,35,25,52
S01004189,522,69,102,95,73,50,36,45,25,27
S01004190,381,19,33,35,47,51,82,39,37,38
S01004191,342,20,41,44,48,42,48,36,29,34
S01004192,478,29,52,31,59,77,69,39,52,70
S01004193,333,19,29,33,41,53,40,39,30,49
S01004194,312,25,36,22,38,56,40,41,21,33
S01004195,302,11,34,31,53,56,35,25,22,35
S01004196,298,16,24,25,33,50,30,40,27,53
S01004197,311,9,36,25,40,46,42,37,28,48
S01004198,262,30,70,31,28,38,24,11,9,21
S01004199,388,27,63,42,65,45,49,30,32,35
S01004200,406,26,59,65,78,45,30,52,26,25
S01004201,341,16,37,42,57,44,45,39,24,37
S01004202,255,11,30,22,37,45,27,27,17,39
S01004203,477,34,73,58,65,71,46,34,41,55
S01004204,269,31,35,40,37,30,31,24,19,22
S01004205,300,21,24,21,30,53,40,24,32,55
S01004206,304,35,89,43,34,30,24,16,17,16
S01004207,364,12,21,28,48,51,46,45,37,76
S01004208,458,52,71,59,83,49,37,44,37,26
S01004209,320,40,90,47,44,25,26,21,15,12
S01004210,274,16,46,34,52,38,31,16,20,21
S01004211,536,63,157,95,70,36,39,36,17,23
S01004212,933,113,195,134,127,124,81,64,50,45
S01004213,262,21,26,23,30,29,29,26,23,55
S01004214,289,34,78,53,44,26,21,16,10,7
S01004215,289,55,98,34,27,20,11,21,11,12
S01004216,462,31,55,65,70,57,60,47,30,47
S01004217,237,15,15,21,37,34,39,29,21,26
S01004218,367,17,22,35,45,61,67,30,30,60
S01004219,281,18,8,19,43,46,38,26,28,55
S01004220,381,59,111,51,47,29,33,22,10,19
S01004221,361,20,24,20,54,70,42,36,29,66
S01004222,264,15,38,26,37,32,34,22,20,40
S01004223,273,11,24,18,18,50,39,29,32,52
S01004224,305,13,16,15,37,70,43,32,23,56
S01004225,314,18,23,28,47,47,43,34,23,51
S01004226,295,11,29,37,46,47,39,33,22,31
S01004227,554,56,67,88,71,78,62,44,32,56
S01004228,439,50,74,52,51,53,46,42,29,42
S01004229,315,14,22,25,55,45,43,34,32,45
S01004230,321,23,17,23,44,55,47,34,25,53
S01004231,331,13,25,33,41,51,40,27,28,73
S01004232,340,31,60,33,55,40,35,31,21,34
S01004233,386,35,34,45,42,80,37,18,45,50
S01004234,465,35,57,42,45,114,34,22,58,58
S01004235,458,52,35,45,41,111,38,25,53,58
S01004236,470,36,44,38,32,94,57,24,65,80
S01004237,351,9,31,26,24,54,37,21,79,70
S01004238,297,18,47,28,25,64,40,4,37,34
S01004239,370,37,53,31,20,61,40,19,53,56
S01004240,411,34,43,52,23,84,51,20,52,52
S01004241,279,27,35,25,26,48,31,14,36,37
S01004242,429,55,56,54,37,106,27,27,29,38
S01004243,372,30,49,34,23,95,37,18,43,43
S01004244,293,18,27,19,26,55,29,14,37,68
S01004245,476,47,57,37,38,91,51,21,66,68
S01004246,323,23,38,32,32,80,20,21,42,35
S01004247,425,16,19,23,31,79,51,49,86,71
S01004248,462,18,36,28,37,92,63,54,64,70
S01004249,486,34,36,30,48,116,53,45,55,69
S01004250,517,50,43,34,55,102,45,39,58,91
S01004251,394,26,47,32,43,75,43,34,42,52
S01004252,348,25,44,42,30,89,24,30,34,30
S01004253,313,20,20,27,28,82,23,21,48,44
S01004254,358,35,93,53,38,52,23,13,26,25
S01004255,"1,524",132,183,212,146,224,154,131,160,182
S01004256,722,59,100,140,72,91,72,65,42,81
S01004257,360,37,47,44,39,72,37,17,34,33
S01004258,369,29,48,39,41,87,25,24,40,36
S01004259,341,25,54,61,41,37,32,34,24,33
S01004260,235,18,40,31,25,34,24,28,16,19
S01004261,406,15,14,35,33,75,40,61,44,89
S01004262,419,48,78,54,32,79,34,20,24,50
S01004263,311,13,25,26,33,46,41,44,34,49
S01004264,344,22,37,35,23,46,48,36,37,60
S01004265,479,33,43,72,38,78,61,48,32,74
S01004266,222,10,19,30,14,29,23,28,27,42
S01004267,228,24,72,33,18,20,11,22,9,19
S01004268,301,10,14,28,20,48,39,45,43,54
S01004269,389,34,72,54,35,62,30,27,35,40
